Accuracy,Classification Report,ROC AUC Score
1.0,"              precision    recall  f1-score   support

           0       1.00      1.00      1.00      1677
           1       1.00      1.00      1.00      1839

    accuracy                           1.00      3516
   macro avg       1.00      1.00      1.00      3516
weighted avg       1.00      1.00      1.00      3516
",1.0
